ID_REG_DIM,ID_SPOOL,ID_ISO,TAG_SPOOL,RESULTADO,NUM_INFORME,FOTO,FECHA,USUARIO
87ee2b03,"03351-CT-10""-C3-0079-R3_HOJA-1_SP01","03351-CT-10""-C3-0079-R3_HOJA-1",1,APROBADO,INF-D-03/30/2026-1,,2026-03-30,Cristian Luke
