ID_LOG_SPOOL,ID_SPOOL,ID_ISO,TAG_SPOOL,STATUS,UBICACION LEVANTAMIENTO,SECTOR LEVANTAMIENTO,FOTO,OBSERVACION TERRENO,FECHA_LEVANTAMIENTO,USUARIO,ID_GUIA
0c3c4563,"03351-CT-3""-C2-0060-N_HOJA-1_SP01","03351-CT-3""-C2-0060-N_HOJA-1",41,PREARMADO,TALLER,A,Archivos/Imagenes/Spools/0c3c4563.FOTO.201451.jpg,,2026-03-23 17:13:00,Cristian Luke
f3937e0d,"03351-CT-3""-C2-0070-N_HOJA-1_SP01","03351-CT-3""-C2-0070-N_HOJA-1",53,PREARMADO,TALLER,A,Archivos/Imagenes/Spools/f3937e0d.FOTO.201657.jpg,,2026-03-23 17:16:05,Cristian Luke
